epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
202149,SC,45,-0.7142857142857143,6.571428571428571,-0.7142857142857143,3.4285714285714284,-11.714285714285714,3.7142857142857144,427.0,21.0,3155489.0,2686283.0,,1184.3333333333333,130.33333333333334,14375.0,103.0,929077.0,7355.0,104158.0,5765.0,110012.0
202150,SC,45,4.285714285714286,10.428571428571429,5.142857142857143,9.428571428571429,-11.285714285714286,2.857142857142857,490.0,21.0,3182212.0,2706098.0,,1134.6666666666667,71.66666666666667,14461.0,86.0,936207.0,7130.0,106109.0,7613.0,113831.0
202151,SC,45,-3.2857142857142856,10.857142857142858,-2.857142857142857,9.142857142857142,-37.857142857142854,7.571428571428571,580.0,36.0,3213882.0,2724881.0,,1216.3333333333333,146.33333333333334,14550.0,89.0,944574.0,8367.0,120509.0,15451.0,136204.0
202152,SC,45,-2.142857142857143,5.714285714285714,28.428571428571427,12.714285714285714,-40.42857142857143,10.428571428571429,1169.0,50.0,3236703.0,2738076.0,,1215.0,133.0,14636.0,86.0,975320.0,30746.0,98784.0,30053.0,129374.0
202201,SC,45,-9.142857142857142,2.5714285714285716,-13.428571428571429,3.7142857142857144,-19.714285714285715,8.142857142857142,1933.0,20.0,3262762.0,2752738.0,,1272.0,183.0,14746.0,110.0,1048252.0,72932.0,195166.0,81606.0,277684.0
202202,SC,45,-10.285714285714286,6.142857142857143,-8.857142857142858,-0.42857142857142855,-18.142857142857142,7.428571428571429,2488.0,17.0,3296567.0,2771002.0,,1417.3333333333333,324.3333333333333,14914.0,168.0,1153125.0,104873.0,280334.0,119264.0,401119.0
202203,SC,45,-25.0,-10.142857142857142,-25.428571428571427,-13.857142857142858,-32.57142857142857,12.857142857142858,2770.0,10.0,3360527.0,2808587.0,,1413.3333333333333,324.3333333333333,15108.0,194.0,1265710.0,112585.0,268177.0,123192.0,392770.0
202204,SC,45,-10.857142857142858,-2.142857142857143,-8.428571428571429,-2.2857142857142856,-14.428571428571429,6.142857142857143,2768.0,10.0,3376666.0,2821686.0,,1508.6666666666667,413.6666666666667,15266.0,158.0,1355116.0,89406.0,161499.0,59141.0,221637.0
202205,SC,45,-6.714285714285714,0.8571428571428571,0.14285714285714285,1.5714285714285714,-12.857142857142858,4.857142857142857,1918.0,23.0,3390414.0,2835741.0,,1481.3333333333333,391.3333333333333,15791.0,525.0,1406933.0,51817.0,135978.0,30829.0,167380.0
202206,SC,45,-5.0,3.4285714285714284,11.285714285714286,4.285714285714286,-12.428571428571429,3.857142857142857,1378.0,20.0,3398771.0,2846308.0,,1332.6666666666667,250.66666666666663,16136.0,345.0,1431067.0,24134.0,91583.0,13110.0,104987.0
202207,SC,45,-2.2857142857142856,6.0,19.285714285714285,8.428571428571429,-12.714285714285714,3.4285714285714284,868.0,21.0,3409016.0,2858148.0,,1234.3333333333333,162.0,16533.0,397.0,1449637.0,18570.0,102885.0,8690.0,111837.0
202208,SC,45,0.2857142857142857,3.142857142857143,36.42857142857143,13.571428571428571,-13.571428571428571,3.2857142857142856,555.0,27.0,3420966.0,2872139.0,,1160.3333333333333,101.33333333333331,16790.0,257.0,1459070.0,9433.0,76435.0,4300.0,80892.0
202209,SC,45,0.5714285714285714,3.5714285714285716,29.714285714285715,13.0,-11.142857142857142,2.4285714285714284,390.0,23.0,3431357.0,2882218.0,,1072.3333333333333,26.0,16961.0,171.0,1462846.0,3776.0,80384.0,2205.0,82731.0
202210,SC,45,-1.8571428571428572,2.2857142857142856,24.0,10.571428571428571,-11.571428571428571,3.7142857142857144,269.0,21.0,3444097.0,2898126.0,,1109.0,54.0,17372.0,411.0,1465127.0,2281.0,47233.0,1379.0,48692.0
202211,SC,45,-0.5714285714285714,2.857142857142857,41.714285714285715,13.142857142857142,-11.571428571428571,3.4285714285714284,167.0,23.0,3449205.0,2903711.0,,1042.3333333333333,2.0,17380.0,8.0,1465739.0,612.0,55534.0,858.0,56501.0
202212,SC,45,0.0,2.857142857142857,47.714285714285715,13.857142857142858,-11.571428571428571,2.7142857142857144,129.0,15.0,3452098.0,2906439.0,,1076.3333333333333,30.0,17493.0,113.0,1467115.0,1376.0,43932.0,885.0,44883.0
202213,SC,45,1.1428571428571428,4.285714285714286,55.0,16.0,-10.142857142857142,2.4285714285714284,91.0,23.0,3457046.0,2910975.0,,984.3333333333334,0.0,17591.0,98.0,1468140.0,1025.0,43848.0,883.0,44790.0
202214,SC,45,1.7142857142857142,5.285714285714286,51.714285714285715,18.285714285714285,-11.714285714285714,2.857142857142857,73.0,32.0,3460701.0,2914137.0,,1054.0,24.0,17650.0,59.0,1469706.0,1566.0,36272.0,966.0,37277.0
202215,SC,45,4.857142857142857,9.428571428571429,70.42857142857143,20.428571428571427,-18.714285714285715,2.7142857142857144,74.0,31.0,3462294.0,2914901.0,,972.0,0.0,17698.0,48.0,1470597.0,891.0,33810.0,1357.0,35212.0
202216,SC,45,-0.8571428571428571,4.428571428571429,70.57142857142857,19.285714285714285,-14.857142857142858,2.2857142857142856,93.0,36.0,3463727.0,2915651.0,,1009.6666666666666,0.0,17734.0,36.0,1472093.0,1496.0,25922.0,1614.0,27572.0
202217,SC,45,4.0,8.857142857142858,71.85714285714286,19.857142857142858,-9.857142857142858,1.2857142857142858,108.0,40.0,3465183.0,2916631.0,,1010.3333333333334,0.0,17767.0,33.0,1474274.0,2181.0,28520.0,2598.0,31154.0
202218,SC,45,5.571428571428571,12.571428571428571,64.28571428571429,18.0,-10.714285714285714,1.4285714285714286,163.0,23.0,3484465.0,2937161.0,,973.0,0.0,17849.0,246.0,1477345.0,9221.0,24022.0,3001.0,27061.0
202219,SC,45,3.142857142857143,9.857142857142858,61.57142857142857,18.857142857142858,-11.857142857142858,1.5714285714285714,152.0,36.0,3489218.0,2941841.0,,1052.0,55.0,17869.0,24.0,1481975.0,4630.0,28115.0,4154.0,32321.0
202220,SC,45,1.8571428571428572,9.428571428571429,70.28571428571429,17.714285714285715,-11.714285714285714,1.5714285714285714,300.0,44.0,3494242.0,2946679.0,,1006.3333333333334,16.0,17891.0,22.0,1487728.0,5753.0,35815.0,5727.0,41605.0
202221,SC,45,1.8571428571428572,9.285714285714286,57.57142857142857,20.714285714285715,-14.142857142857142,2.4285714285714284,283.0,35.0,3501083.0,2953244.0,,1070.3333333333333,83.33333333333333,17905.0,14.0,1495762.0,8034.0,31426.0,6033.0,37523.0
202222,SC,45,3.0,10.428571428571429,76.14285714285714,17.571428571428573,-23.285714285714285,4.0,321.0,32.0,3504729.0,2956201.0,,1029.0,50.0,17907.0,2.0,1504967.0,9205.0,30859.0,6279.0,37184.0
202223,SC,45,2.4285714285714284,9.571428571428571,69.42857142857143,22.571428571428573,-18.0,2.5714285714285716,384.0,32.0,3509838.0,2960967.0,,1089.3333333333333,114.33333333333331,17970.0,63.0,1514423.0,9456.0,10781.0,2255.0,13047.0
202224,SC,45,2.2857142857142856,10.428571428571429,66.57142857142857,23.714285714285715,-18.285714285714285,3.0,396.0,29.0,3512060.0,2962906.0,,1008.3333333333334,35.333333333333336,17995.0,25.0,1524771.0,10348.0,34797.0,8588.0,43448.0
202225,SC,45,2.7142857142857144,10.142857142857142,78.0,24.285714285714285,-19.0,3.2857142857142856,467.0,29.0,3515739.0,2966087.0,,1008.3333333333334,38.333333333333336,18007.0,12.0,1535392.0,10621.0,30499.0,7188.0,37743.0
202226,SC,45,2.4285714285714284,11.0,61.0,25.714285714285715,-19.0,3.857142857142857,452.0,15.0,3524535.0,2969391.0,,1092.0,117.0,18033.0,26.0,1546406.0,11014.0,23440.0,6101.0,29604.0
202227,SC,45,-0.8571428571428571,9.285714285714286,73.14285714285714,15.714285714285714,-29.0,5.857142857142857,515.0,15.0,3528549.0,2972202.0,,1053.6666666666667,84.66666666666667,18043.0,10.0,1560139.0,13733.0,34978.0,10575.0,45626.0
202228,SC,45,-0.7142857142857143,7.142857142857143,55.285714285714285,19.142857142857142,-18.428571428571427,4.285714285714286,577.0,9.0,3533368.0,2974902.0,,1031.3333333333333,67.33333333333333,18055.0,12.0,1573585.0,13446.0,38682.0,12494.0,51265.0
202229,SC,45,0.14285714285714285,9.0,62.857142857142854,22.142857142857142,-18.285714285714285,5.428571428571429,726.0,17.0,3539581.0,2979372.0,,1055.6666666666667,93.66666666666669,18132.0,77.0,1587503.0,13918.0,39846.0,13891.0,53816.0
202230,SC,45,1.8571428571428572,10.714285714285714,60.714285714285715,24.857142857142858,-18.428571428571427,4.571428571428571,746.0,20.0,3545149.0,2983656.0,,1073.0,108.0,18192.0,60.0,1605165.0,17662.0,38770.0,12738.0,51608.0
202231,SC,45,3.857142857142857,11.285714285714286,56.857142857142854,24.428571428571427,-17.428571428571427,3.7142857142857144,743.0,11.0,3550978.0,2987802.0,,1117.6666666666667,152.66666666666666,18208.0,16.0,1621121.0,15956.0,32801.0,10669.0,43545.0
202232,SC,45,3.142857142857143,10.142857142857142,56.0,21.857142857142858,-16.714285714285715,3.4285714285714284,733.0,13.0,3556025.0,2993190.0,,1006.3333333333334,44.333333333333336,18215.0,7.0,1637108.0,15987.0,34249.0,10202.0,44529.0
202233,SC,45,2.4285714285714284,10.428571428571429,55.0,22.428571428571427,-14.857142857142858,5.428571428571429,658.0,6.0,3561455.0,2997036.0,,1057.3333333333333,92.33333333333331,18227.0,12.0,1650748.0,13640.0,29033.0,8677.0,37759.0
202234,SC,45,-1.0,7.857142857142857,46.57142857142857,21.285714285714285,-14.571428571428571,5.428571428571429,675.0,10.0,3565730.0,3000393.0,,1088.6666666666667,119.66666666666669,18245.0,18.0,1661020.0,10272.0,29516.0,7359.0,36928.0
202235,SC,45,-0.2857142857142857,9.714285714285714,50.857142857142854,24.285714285714285,-15.285714285714286,3.142857142857143,591.0,14.0,3569322.0,3003370.0,,1010.6666666666666,35.666666666666664,18263.0,18.0,1674281.0,13261.0,39880.0,9659.0,49605.0
202236,SC,45,-2.857142857142857,7.142857142857143,51.57142857142857,16.142857142857142,-21.142857142857142,5.0,497.0,8.0,3571347.0,3005004.0,,1075.0,105.0,18299.0,36.0,1687640.0,13359.0,36170.0,7371.0,43598.0
202237,SC,45,-1.1428571428571428,7.857142857142857,60.142857142857146,20.0,-12.0,1.8571428571428572,394.0,8.0,3575737.0,3008896.0,,1054.6666666666667,121.33333333333331,18316.0,17.0,1696746.0,9106.0,35500.0,5129.0,40664.0
202238,SC,45,-1.7142857142857142,7.714285714285714,63.285714285714285,18.571428571428573,-12.857142857142858,2.0,319.0,18.0,3580694.0,3013444.0,,,,18331.0,15.0,1703439.0,6693.0,33502.0,3830.0,37363.0
202239,SC,45,0.4,14.4,48.8,20.2,-14.2,2.6,296.0,14.0,3580694.0,3013444.0,,,,18365.0,34.0,1708074.0,4635.0,18362.0,1895.0,20269.0
202001,SD,46,,,,,,,,,,,,170.0,0.0,,,,,,,
202002,SD,46,,,,,,,,,,,,170.0,0.0,,,,,,,
202003,SD,46,,,,,,,,,,,,168.0,0.0,,,,,,,
202004,SD,46,,,,,,,,,,,,151.0,0.0,0.0,0.0,0.0,0.0,,,
202005,SD,46,,,,,,,,,,,,162.0,0.0,0.0,0.0,0.0,0.0,,,
202006,SD,46,,,,,,,,,,,,150.0,0.0,0.0,0.0,0.0,0.0,,,
202007,SD,46,7.0,6.0,4.0,3.0,-1.0,0.0,,,,,,178.0,0.0,0.0,0.0,0.0,0.0,,,
202008,SD,46,2.857142857142857,4.142857142857143,11.142857142857142,2.7142857142857144,-2.0,0.5714285714285714,,,,,,177.0,0.0,0.0,0.0,0.0,0.0,,,
202009,SD,46,5.428571428571429,9.714285714285714,10.714285714285714,4.714285714285714,1.1428571428571428,-0.2857142857142857,,,,,,163.0,0.0,0.0,0.0,0.0,0.0,,,
202010,SD,46,9.857142857142858,12.0,28.0,11.0,3.2857142857142856,-1.1428571428571428,,,,,,194.0,17.0,0.0,0.0,0.0,0.0,,,
202011,SD,46,3.2857142857142856,20.0,23.428571428571427,4.571428571428571,-0.8571428571428571,1.1428571428571428,,,,,,165.66666666666666,0.0,1.0,1.0,8.0,10.0,,,
202012,SD,46,-17.857142857142858,13.142857142857142,3.857142857142857,-9.142857142857142,-17.428571428571427,9.571428571428571,,,,,,162.0,0.0,1.0,0.0,14.0,6.0,1.0,,1.0
202013,SD,46,-34.142857142857146,-1.0,18.857142857142858,-21.428571428571427,-25.714285714285715,13.714285714285714,,,,,,148.66666666666666,0.0,1.0,0.0,68.0,54.0,1.0,,1.0
202014,SD,46,-38.0,-4.0,39.857142857142854,-26.714285714285715,-31.857142857142858,15.428571428571429,,,,,,169.0,0.0,2.0,1.0,212.0,144.0,1.0,,1.0
202015,SD,46,-36.57142857142857,-0.5714285714285714,55.57142857142857,-27.285714285714285,-35.142857142857146,15.142857142857142,,,,,,149.66666666666666,0.0,6.0,4.0,626.0,414.0,1.0,,1.0
202016,SD,46,-41.142857142857146,-12.285714285714286,11.857142857142858,-28.428571428571427,-36.42857142857143,16.285714285714285,,,,,,153.66666666666666,0.0,7.0,1.0,1542.0,916.0,0.0,,0.0
202017,SD,46,-29.571428571428573,-0.8571428571428571,81.71428571428571,-19.857142857142858,-33.857142857142854,13.714285714285714,,,,,,174.66666666666666,11.666666666666666,10.0,3.0,2147.0,605.0,93.0,8.0,101.0
202018,SD,46,-20.142857142857142,7.857142857142857,126.42857142857143,-10.428571428571429,-31.714285714285715,10.428571428571429,,,,,,153.66666666666666,0.0,21.0,11.0,2588.0,441.0,2.0,0.0,2.0
202019,SD,46,-15.714285714285714,11.571428571428571,86.28571428571429,-9.571428571428571,-28.714285714285715,11.571428571428571,,,,,,176.0,14.0,34.0,13.0,3393.0,805.0,3040.0,546.0,3601.0
202020,SD,46,-13.571428571428571,11.714285714285714,90.71428571428571,-4.857142857142857,-26.285714285714285,10.571428571428571,,,,,,145.0,0.0,44.0,10.0,3959.0,566.0,6474.0,591.0,7086.0
202021,SD,46,-5.571428571428571,17.857142857142858,195.71428571428572,6.857142857142857,-25.428571428571427,7.857142857142857,,,,,,159.0,2.0,50.0,6.0,4464.0,505.0,6907.0,478.0,7388.0
202022,SD,46,-3.142857142857143,18.0,234.28571428571428,9.428571428571429,-29.285714285714285,8.285714285714286,,,,,,153.66666666666666,0.0,62.0,12.0,4960.0,496.0,10379.0,405.0,10810.0
202023,SD,46,1.5714285714285714,22.571428571428573,235.85714285714286,15.571428571428571,-20.0,5.714285714285714,,,,,,144.66666666666666,0.0,65.0,3.0,5367.0,407.0,17529.0,545.0,18089.0
202024,SD,46,4.0,24.714285714285715,258.42857142857144,19.571428571428573,-18.857142857142858,5.285714285714286,,,,,,155.33333333333334,2.6666666666666665,75.0,10.0,5833.0,466.0,6437.0,291.0,6740.0
202025,SD,46,8.0,26.571428571428573,286.7142857142857,27.714285714285715,-18.714285714285715,4.428571428571429,,,,,,172.0,16.0,81.0,6.0,6225.0,392.0,9480.0,425.0,9917.0
202026,SD,46,9.0,28.285714285714285,335.14285714285717,35.714285714285715,-19.428571428571427,3.5714285714285716,,,,,,159.66666666666666,5.333333333333333,91.0,10.0,6626.0,401.0,7774.0,421.0,8208.0
202027,SD,46,12.428571428571429,36.714285714285715,390.85714285714283,38.42857142857143,-27.142857142857142,4.0,,,,,,157.66666666666666,3.333333333333333,97.0,6.0,7028.0,402.0,8269.0,462.0,8744.0
202028,SD,46,9.857142857142858,28.428571428571427,342.14285714285717,40.57142857142857,-21.0,4.285714285714286,,,,,,167.33333333333334,14.333333333333334,109.0,12.0,7454.0,426.0,8997.0,403.0,9402.0
202029,SD,46,11.428571428571429,30.142857142857142,357.57142857142856,39.57142857142857,-19.142857142857142,3.5714285714285716,74.0,,,,,155.66666666666666,2.6666666666666665,116.0,7.0,7862.0,408.0,10227.0,379.0,10608.0
202030,SD,46,11.857142857142858,31.285714285714285,365.7142857142857,40.57142857142857,-19.285714285714285,3.5714285714285716,17.0,,,,,168.0,15.0,122.0,6.0,8305.0,443.0,11002.0,537.0,11547.0
202031,SD,46,12.0,31.571428571428573,355.7142857142857,40.714285714285715,-19.571428571428573,3.4285714285714284,27.0,,,,,148.0,0.0,134.0,12.0,8867.0,562.0,8627.0,576.0,9208.0
202032,SD,46,20.285714285714285,38.142857142857146,413.6666666666667,53.0,-19.142857142857142,3.0,50.0,,,,,184.0,32.0,146.0,12.0,9477.0,610.0,7260.0,520.0,7782.0
202033,SD,46,28.428571428571427,45.285714285714285,514.5,56.714285714285715,-19.857142857142858,3.0,98.0,,,,,158.33333333333334,6.666666666666667,152.0,6.0,10118.0,641.0,7330.0,429.0,7768.0
202034,SD,46,12.0,28.571428571428573,407.0,62.0,-18.857142857142858,2.857142857142857,101.0,,,,,165.66666666666666,12.666666666666666,160.0,8.0,11135.0,1017.0,8178.0,754.0,8935.0
202035,SD,46,8.714285714285714,22.857142857142858,,,-18.142857142857142,2.857142857142857,130.0,,,,,184.66666666666663,30.666666666666668,167.0,7.0,12942.0,1807.0,8675.0,1284.0,9981.0
202036,SD,46,10.0,25.714285714285715,,,-19.428571428571427,2.0,127.0,,,,,203.0,48.0,173.0,6.0,14889.0,1947.0,10108.0,972.0,11099.0
202037,SD,46,7.714285714285714,21.0,205.0,21.0,-25.142857142857142,3.7142857142857144,148.0,,,,,175.33333333333334,19.33333333333333,183.0,10.0,16437.0,1548.0,6497.0,548.0,7047.0
202038,SD,46,5.714285714285714,18.142857142857142,250.0,22.428571428571427,-15.571428571428571,1.4285714285714286,225.0,,,,,172.33333333333334,16.0,200.0,17.0,18444.0,2007.0,15588.0,1713.0,17308.0
202039,SD,46,3.857142857142857,17.714285714285715,222.14285714285714,18.285714285714285,-14.857142857142858,2.5714285714285716,267.0,,,,,179.33333333333334,22.0,218.0,18.0,21133.0,2689.0,18732.0,2344.0,21088.0
202040,SD,46,2.4285714285714284,16.857142857142858,148.85714285714286,16.571428571428573,-14.285714285714286,2.857142857142857,296.0,0.0,,,,192.33333333333331,32.333333333333336,248.0,30.0,23986.0,2853.0,22042.0,2328.0,24389.0
202041,SD,46,1.8571428571428572,15.857142857142858,174.28571428571428,15.428571428571429,-14.857142857142858,2.142857142857143,344.0,0.0,,,,200.33333333333331,39.333333333333336,286.0,38.0,27947.0,3961.0,20439.0,2923.0,23375.0
202042,SD,46,0.0,14.142857142857142,121.57142857142857,13.571428571428571,-16.571428571428573,4.571428571428571,320.0,0.0,,,,183.0,26.666666666666668,315.0,29.0,32611.0,4664.0,14761.0,2377.0,17180.0
202043,SD,46,-7.142857142857143,8.714285714285714,37.42857142857143,1.8571428571428572,-15.142857142857142,6.857142857142857,378.0,2.0,,,,223.0,61.0,366.0,51.0,38141.0,5530.0,19334.0,4286.0,23680.0
202044,SD,46,-8.142857142857142,6.0,30.857142857142858,-4.0,-15.428571428571429,6.142857142857143,477.0,0.0,,,,214.0,52.66666666666666,425.0,59.0,45992.0,7851.0,18762.0,4448.0,23285.0
202045,SD,46,-5.0,7.0,70.14285714285714,-2.4285714285714284,-15.142857142857142,5.0,524.0,1.0,,,,306.3333333333333,141.33333333333334,523.0,98.0,53976.0,7984.0,15749.0,4624.0,20417.0
202046,SD,46,-10.571428571428571,5.285714285714286,14.428571428571429,-7.142857142857143,-17.571428571428573,8.142857142857142,510.0,2.0,,,,287.0,122.0,621.0,98.0,64182.0,10206.0,17215.0,4567.0,21821.0
202047,SD,46,-9.428571428571429,6.142857142857143,29.571428571428573,-4.857142857142857,-15.714285714285714,6.857142857142857,504.0,1.0,,,,277.0,112.66666666666669,777.0,156.0,72214.0,8032.0,22178.0,3818.0,26018.0
202048,SD,46,-14.857142857142858,7.714285714285714,34.714285714285715,-13.857142857142858,-32.142857142857146,10.142857142857142,404.0,0.0,,,,280.6666666666667,114.66666666666669,942.0,165.0,79099.0,6885.0,15378.0,3306.0,18740.0
202049,SD,46,-7.714285714285714,5.857142857142857,25.142857142857142,-7.571428571428571,-13.714285714285714,6.285714285714286,347.0,2.0,,,,256.0,92.66666666666669,1091.0,149.0,85304.0,6205.0,13439.0,2845.0,16331.0
202050,SD,46,-6.428571428571429,9.285714285714286,31.714285714285715,-8.714285714285714,-12.857142857142858,5.857142857142857,304.0,1.0,,,,237.33333333333331,78.0,1243.0,152.0,90407.0,5103.0,12573.0,1951.0,14541.0
202051,SD,46,-5.0,12.571428571428571,15.857142857142858,-7.142857142857143,-12.428571428571429,6.285714285714286,225.0,2.0,0.0,0.0,,204.33333333333331,46.0,1350.0,107.0,94336.0,3929.0,11078.0,1505.0,12605.0
202052,SD,46,-15.571428571428571,13.571428571428571,19.285714285714285,-13.571428571428571,-34.857142857142854,11.285714285714286,154.0,1.0,0.0,0.0,,186.66666666666663,26.0,1446.0,96.0,96963.0,2627.0,7234.0,991.0,8233.0
202053,SD,46,-9.0,5.857142857142857,18.857142857142858,-13.857142857142858,-32.285714285714285,11.571428571428571,175.0,0.0,0.0,0.0,,192.66666666666663,29.33333333333333,1501.0,55.0,99829.0,2866.0,7595.0,989.0,8595.0
202101,SD,46,-7.285714285714286,3.142857142857143,8.0,-9.285714285714286,-12.714285714285714,6.714285714285714,160.0,1.0,0.0,0.0,,198.33333333333331,34.0,1570.0,69.0,102901.0,3072.0,8336.0,982.0,9330.0
202102,SD,46,-12.0,1.2857142857142858,0.14285714285714285,-15.142857142857142,-14.428571428571429,7.571428571428571,155.0,0.0,0.0,0.0,,176.0,12.666666666666666,1633.0,63.0,105278.0,2377.0,8162.0,695.0,8873.0
202103,SD,46,-11.571428571428571,-1.8571428571428572,0.14285714285714285,-12.285714285714286,-14.571428571428571,6.857142857142857,93.0,5.0,0.0,0.0,,179.66666666666666,14.666666666666666,1696.0,63.0,106963.0,1685.0,7112.0,501.0,7614.0
202104,SD,46,-12.428571428571429,-3.4285714285714284,-3.142857142857143,-12.428571428571429,-12.571428571428571,6.428571428571429,82.0,0.0,0.0,0.0,,194.33333333333331,24.33333333333333,1775.0,79.0,108070.0,1107.0,6512.0,351.0,6863.0
202105,SD,46,-10.428571428571429,0.14285714285714285,2.857142857142857,-10.0,-12.428571428571429,6.0,77.0,0.0,0.0,0.0,,179.0,13.333333333333334,1804.0,29.0,109132.0,1062.0,6725.0,312.0,7038.0
202106,SD,46,-16.285714285714285,-1.5714285714285714,-21.285714285714285,-13.0,-15.0,7.428571428571429,55.0,2.0,0.0,0.0,,174.33333333333334,6.666666666666667,1838.0,34.0,110205.0,1073.0,6114.0,326.0,6440.0
202107,SD,46,-11.714285714285714,-1.5714285714285714,-11.714285714285714,-8.0,-16.428571428571427,7.285714285714286,77.0,2.0,149034.0,0.0,,162.0,0.0,1859.0,21.0,111165.0,960.0,5726.0,350.0,6076.0
202108,SD,46,-5.428571428571429,4.0,11.714285714285714,-2.142857142857143,-12.428571428571429,4.571428571428571,80.0,0.0,172279.0,0.0,,175.66666666666666,4.666666666666667,1886.0,27.0,112293.0,1128.0,6095.0,360.0,6456.0
202109,SD,46,-1.5714285714285714,8.0,39.714285714285715,3.7142857142857144,-11.857142857142858,4.0,63.0,0.0,198905.0,105276.0,,165.0,0.0,1898.0,12.0,113378.0,1085.0,7563.0,510.0,8079.0
202110,SD,46,0.2857142857142857,10.857142857142858,49.857142857142854,7.0,-13.428571428571429,4.285714285714286,45.0,0.0,226056.0,125023.0,,182.33333333333331,10.333333333333334,1909.0,11.0,114493.0,1115.0,7108.0,618.0,7732.0
202111,SD,46,2.5714285714285716,9.0,13.571428571428571,9.142857142857142,-16.0,5.285714285714286,46.0,0.0,256112.0,152321.0,,152.66666666666666,0.0,1922.0,13.0,115723.0,1230.0,8073.0,961.0,9040.0
202112,SD,46,7.428571428571429,11.571428571428571,39.0,13.428571428571429,-11.285714285714286,3.0,73.0,5.0,286727.0,177965.0,,163.0,0.0,1933.0,11.0,117081.0,1358.0,8194.0,1203.0,9403.0
202113,SD,46,9.571428571428571,21.714285714285715,88.28571428571429,18.142857142857142,-16.285714285714285,2.857142857142857,51.0,0.0,318660.0,207448.0,,150.66666666666666,0.0,1938.0,5.0,118361.0,1280.0,8812.0,1177.0,9992.0
202114,SD,46,2.857142857142857,12.428571428571429,82.85714285714286,15.285714285714286,-15.714285714285714,2.5714285714285716,71.0,0.0,350432.0,235316.0,,140.66666666666666,0.0,1946.0,8.0,119705.0,1344.0,9150.0,1333.0,10490.0
202115,SD,46,4.857142857142857,13.571428571428571,52.285714285714285,11.571428571428571,-11.571428571428571,3.0,66.0,1.0,373961.0,265903.0,,170.33333333333334,6.666666666666667,1953.0,7.0,121056.0,1351.0,9061.0,1074.0,10136.0
202116,SD,46,5.428571428571429,15.428571428571429,76.42857142857143,14.571428571428571,-11.428571428571429,2.4285714285714284,82.0,6.0,386737.0,294304.0,,165.66666666666666,6.666666666666667,1958.0,5.0,121986.0,930.0,9106.0,906.0,10014.0
202117,SD,46,7.714285714285714,19.571428571428573,138.71428571428572,20.428571428571427,-11.714285714285714,1.1428571428571428,72.0,3.0,395076.0,324779.0,,154.33333333333334,0.0,1967.0,9.0,122660.0,674.0,8223.0,845.0,9068.0
202118,SD,46,11.571428571428571,23.571428571428573,127.0,20.714285714285715,-12.142857142857142,1.0,66.0,3.0,401430.0,345389.0,,175.0,15.0,1980.0,13.0,123233.0,573.0,7034.0,624.0,7658.0
202119,SD,46,13.142857142857142,27.0,168.0,18.571428571428573,-12.285714285714286,0.0,46.0,1.0,406941.0,358626.0,,158.0,0.6666666666666666,1991.0,11.0,123644.0,411.0,6434.0,483.0,6917.0
202120,SD,46,15.0,28.0,200.85714285714286,21.857142857142858,-12.714285714285714,0.42857142857142855,30.0,0.0,416205.0,367320.0,,152.33333333333334,0.0,2001.0,10.0,123911.0,267.0,5831.0,394.0,6226.0
202121,SD,46,17.714285714285715,32.714285714285715,231.42857142857142,32.42857142857143,-17.142857142857142,1.0,25.0,2.0,424523.0,373661.0,,135.66666666666666,0.0,2010.0,9.0,124162.0,251.0,4932.0,308.0,5241.0
202122,SD,46,22.428571428571427,39.0,349.14285714285717,38.285714285714285,-24.285714285714285,0.7142857142857143,28.0,0.0,428904.0,377759.0,,151.0,0.0,2022.0,12.0,124261.0,99.0,4231.0,166.0,4397.0
202123,SD,46,23.857142857142858,38.857142857142854,332.2857142857143,41.857142857142854,-16.571428571428573,-0.2857142857142857,29.0,9.0,433905.0,384469.0,,162.66666666666666,8.666666666666666,2026.0,4.0,124343.0,82.0,3959.0,171.0,4130.0
202124,SD,46,25.571428571428573,40.42857142857143,372.7142857142857,49.142857142857146,-17.0,-0.5714285714285714,15.0,4.0,440142.0,392995.0,,144.0,0.0,2027.0,1.0,124393.0,58.0,3578.0,182.0,3761.0
202125,SD,46,25.714285714285715,37.857142857142854,355.0,49.857142857142854,-16.571428571428573,0.0,21.0,2.0,444222.0,397436.0,,148.0,0.0,2030.0,3.0,124496.0,103.0,3474.0,161.0,3635.0
202126,SD,46,25.714285714285715,44.142857142857146,367.2857142857143,51.285714285714285,-18.142857142857142,-1.0,31.0,2.0,448402.0,402911.0,,169.66666666666666,16.666666666666668,2038.0,8.0,124592.0,96.0,3265.0,231.0,3496.0
202127,SD,46,22.428571428571427,38.57142857142857,378.2857142857143,52.857142857142854,-24.0,2.0,28.0,4.0,451435.0,406126.0,,154.0,4.0,2039.0,1.0,124652.0,60.0,3024.0,210.0,3235.0
